Npionts = 1531 
timeMax = wqqwqwqksqlwjlqw 
 0                0.00000          0.0000000000 
 1                0.05208          0.0000000000 
 2                0.10417          0.0000000000 
 3                0.15625          0.0000000000 
 4                0.20833          0.0000000000 
 5                0.26042          0.0000000000 
 6                0.31250          0.0000000000 
 7                0.36458          0.0000000000 
 8                0.41667          0.0000000000 
 9                0.46875          0.0000000000 
 10                0.52083          0.0000000000 
 11                0.57292          0.0000000000 
 12                0.62500          0.0000000000 
 13                0.67708          0.0000000000 
 14                0.72917          0.0000000000 
 15                0.78125          0.0000000000 
 16                0.83333          0.0000000000 
 17                0.88542          0.0000000000 
 18                0.93750          0.0000000000 
 19                0.98958          0.0000000000 
 20                1.04167          0.0000000000 
 21                1.09375          0.0000000000 
 22                1.14583          0.0000000000 
 23                1.19792          0.0000000000 
 24                1.25000          0.0000000000 
 25                1.30208          0.0000000000 
 26                1.35417          0.0000000000 
 27                1.40625          0.0000000000 
 28                1.45833          0.0000000000 
 29                1.51042          0.0000000000 
 30                1.56250          0.0000000000 
 31                1.61458          0.0000000000 
 32                1.66667          0.0000000000 
 33                1.71875          0.0000000000 
 34                1.77083          0.0000000000 
 35                1.82292          0.0000000000 
 36                1.87500          0.0000000000 
 37                1.92708          0.0000000000 
 38                1.97917          0.0000000000 
 39                2.03125          0.0000000000 
 40                2.08333          0.0000000000 
 41                2.13542          0.0000000000 
 42                2.18750          0.0000000000 
 43                2.23958          0.0000000000 
 44                2.29167          0.0000000000 
 45                2.34375          0.0000000000 
 46                2.39583          0.0000000000 
 47                2.44792          0.0000000000 
 48                2.50000          0.0000000000 
 49                2.55208          0.0000000000 
 50                2.60417          0.0000000000 
 51                2.65625          0.0000000000 
 52                2.70833          0.0000000000 
 53                2.76042          0.0000000000 
 54                2.81250          0.0000000000 
 55                2.86458          0.0000000000 
 56                2.91667          0.0000000000 
 57                2.96875          0.0000000000 
 58                3.02083          0.0000000000 
 59                3.07292          0.0000000000 
 60                3.12500          0.0000000000 
 61                3.17708          0.0000000000 
 62                3.22917          0.0000000000 
 63                3.28125          0.0000000000 
 64                3.33333          0.0000000000 
 65                3.38542          0.0000000000 
 66                3.43750          0.0000000000 
 67                3.48958          0.0000000000 
 68                3.54167          0.0000000000 
 69                3.59375          0.0000000000 
 70                3.64583          0.0000000000 
 71                3.69792          0.0000000000 
 72                3.75000          0.0000000000 
 73                3.80208          0.0000000000 
 74                3.85417          0.0000000000 
 75                3.90625          0.0000000000 
 76                3.95833          0.0000000000 
 77                4.01042          0.0000000000 
 78                4.06250          0.0000000000 
 79                4.11458          0.0000000000 
 80                4.16667          0.0000000000 
 81                4.21875          0.0000000000 
 82                4.27083          0.0000000000 
 83                4.32292          0.0000000000 
 84                4.37500          0.0000000000 
 85                4.42708          0.0000000000 
 86                4.47917          0.0000000000 
 87                4.53125          0.0000000000 
